configuration,period_ms,lines,seed,epochs,total_regions,mandatory_infeasible,optional_skipped,dispatch_infeasible,expired_waiting,completed,deadline_misses,thermal_violations,mandatory_released,mandatory_unique_terminal_uids,mandatory_pre_reject,mandatory_wait_expire,mandatory_late_complete,mandatory_on_time,mandatory_terminal_residual,mandatory_pre_rejection_rate,mandatory_admitted_dmr,mandatory_service_failure_rate,mandatory_terminal_table_sha256,budget_mode,network_mode,release_mode,priority_overhead_ms,all_regions_mandatory,enable_productive_cooling,fixed_voltage_index,enforce_thermal_feasibility,overrun_probability,overrun_min_extra,overrun_max_extra,forced_overrun_count,historical_completed_only_dice,historical_coverage_adjusted_dice,historical_mandatory_effective_dice,on_time_completed_regions,historical_weighted_coverage_utility,images,defective_images,mean_complete_image_dice,completed_only_images,mean_completed_only_dice,pixel_defect_recall,pixel_missed_detection_rate,image_complete_miss_rate,optimism_gap,average_temperature_c,iit_celsius_seconds,peak_temperature_c,observation_horizon_s,admission_infeasible,scheduler,early_exit,temperature_compensation
Static-V,150,4,303,1000,16000,0.0,680.0,0.0,0,15320,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6572280417754023,0.6292958499999477,0.6884000000000013,15320,0.6500555957508991,4000,4000,0.4873272686224611,4000,0.4924253764969372,0.6215719007445649,0.3784280992554351,0.076,0.005098107874476,59.2714183809172,0.0,59.8263535632564,149.99949999999998,nan,nan,nan,
Static-V,150,4,404,1000,16000,0.0,744.0,0.0,0,15256,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6580732039852653,0.6274727999999504,0.6884000000000013,15256,0.6488008952901284,4000,4000,0.4824142504477537,4000,0.4891900384212643,0.6121766220732174,0.3878233779267825,0.082,0.0067757879735106,59.28319379957578,0.0,59.86804602174493,149.9997,nan,nan,nan,
Static-V,150,4,505,1000,16000,0.0,632.0,0.0,0,15368,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6571424778760541,0.6311853499999499,0.6884000000000013,15368,0.6513555739127378,4000,4000,0.4839828262783462,3992,0.4921006256529371,0.6255556459497245,0.3744443540502755,0.07,0.0081177993745908,59.23186447117565,0.0,59.84479368468227,149.99949999999998,nan,nan,nan,
Static-V,150,4,606,1000,16000,0.0,704.0,0.0,0,15296,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6578698744769367,0.6289235999999514,0.6884000000000013,15296,0.6509327518732262,4000,4000,0.4836263308720662,3984,0.4924977923736336,0.6268862536103748,0.3731137463896252,0.076,0.0088714615015674,59.24927052123241,0.0,59.80879421047813,149.99949999999998,nan,nan,nan,
Static-V,150,4,707,1000,16000,0.0,624.0,0.0,0,15376,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7299403d9d2d4f4ccec9f76133c48d8d07e2ed601a2777f731db87ca14e66056,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6569005202913097,0.6312813999999487,0.6884000000000013,15376,0.6511616816840912,4000,4000,0.4879585820416783,3984,0.4964957880245797,0.6216997439262331,0.3783002560737669,0.072,0.0085372059829014,59.22310174817439,0.0,59.82955942311517,149.99949999999998,nan,nan,nan,
Static-V,150,4,808,1000,16000,0.0,632.0,0.0,0,15368,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,332b0fc25c5dccfb6fb5145b59221f17277c51b24f8c2d6148183eada1540c2c,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6572782404996883,0.6313157499999507,0.6884000000000013,15368,0.6500879929215801,4000,4000,0.4866502775398094,3984,0.4954133121882699,0.6238411790388946,0.3761588209611054,0.078,0.0087630346484604,59.24196659455319,0.0,59.862172498771,149.9997,nan,nan,nan,
Static-V,150,4,909,1000,16000,0.0,640.0,0.0,0,15360,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,3a15676bda67054cb5929717fc730bfa67cd49969827870cd1819db4b67b2b0f,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6569025520832795,0.6306264499999483,0.6884000000000013,15360,0.6492087074379599,4000,4000,0.4840050423098045,3984,0.4942097637987799,0.61943887311387,0.38056112688613,0.078,0.0102047214889753,59.18224968204799,0.0,59.78754688866643,149.99760000000006,nan,nan,nan,
Static-V,150,4,1010,1000,16000,0.0,576.0,0.0,0,15424,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,f74ec5db6e908852b709fb2fc49501319e260c6bb970c5803f31b89af1514827,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6568788381742229,0.6332311999999508,0.6884000000000013,15424,0.6519844132017134,4000,4000,0.489249089581679,3984,0.4973344094120435,0.6279316456879385,0.3720683543120615,0.072,0.0080853198303644,59.22305086432072,0.0,59.85384833769219,149.9997,nan,nan,nan,
Static-V,150,6,101,1000,24000,0.0,2316.0,0.0,0,21684,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,368e16a18b5b73e12179e2ceeeef5d7bbd6d7e12c7147fe591b0919c4402b0f8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.610745914037791,0.5518089333331442,0.6884000000000013,21684,0.5943695792626708,6000,6000,0.4208609520525739,5872,0.4406441128599765,0.6100520912196408,0.3899479087803592,0.1086666666666666,0.0197831608074026,59.066755725629314,0.0,59.941990084757,149.99970000000008,nan,nan,nan,
Static-V,150,6,202,1000,24000,0.0,2316.0,0.0,0,21684,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,1647dacc78c42fdbc64e7d28ec9e5575601944c739c0044734f158d076fd1351,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6108997970852007,0.5519479666664788,0.6884000000000013,21684,0.5945221693901852,6000,6000,0.4255027488534162,5856,0.4445257549797247,0.6220989619424888,0.3779010380575112,0.1086666666666666,0.0190230061263084,59.09710624545505,0.0,59.94206897255122,149.99970000000008,nan,nan,nan,
Static-V,150,6,303,1000,24000,0.0,2256.0,0.0,0,21744,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,b40e3956fc736148fe48725c99a765faa7ca344bcdde335f7de5815dce321912,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6104487306841155,0.5530665499998086,0.6884000000000013,21744,0.594543581079793,6000,6000,0.4234108300068281,5896,0.4417563549363129,0.611160195969063,0.388839804030937,0.104,0.0183455249294847,59.075961775548464,0.0,59.94206895122546,149.99970000000008,nan,nan,nan,
Static-V,150,6,404,1000,24000,0.0,2296.0,0.0,0,21704,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,90dd8c8ff63030dd9dbbd25c0b5e9d426cebafe711c88974834a56210f18bdc1,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6106653888682014,0.5522450666664769,0.6884000000000013,21704,0.5945676308485904,6000,6000,0.4213219389361565,5876,0.4400071665818404,0.6104215189995492,0.3895784810004508,0.1133333333333333,0.0186852276456839,59.07330147946384,0.0,59.942068816649005,149.99970000000008,nan,nan,nan,
Static-V,150,6,505,1000,24000,0.0,2292.0,0.0,0,21708,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,64fec059e2099a382af339a6780c28497caac0c5ebb5f50adb7d0e94049738cd,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6106044591853433,0.5522917333331431,0.6884000000000013,21708,0.5952392920534223,6000,6000,0.4221863561330289,5876,0.4425407410398533,0.6124675868902958,0.3875324131097042,0.1046666666666666,0.0203543849068243,59.07176863254565,0.0,59.94158212296404,149.99970000000008,nan,nan,nan,
Static-V,150,6,606,1000,24000,0.0,2301.0,0.0,0,21699,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,ae880915da58fff9f20affe7a5a25900cde6365bd54144492baa5036a1d84adc,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6108009770033397,0.5522404333331445,0.6884000000000013,21699,0.5950415415955115,6000,6000,0.4221199627102733,5868,0.4425758046274274,0.6064919828202723,0.3935080171797277,0.1086666666666666,0.0204558419171541,59.08920755036083,0.0,59.9420588384624,149.99970000000008,nan,nan,nan,
Static-V,150,6,707,1000,24000,0.0,2264.0,0.0,0,21736,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,c0f27110c744a3fc7a33aecc95f2268b53928f9aef18cbadd02b335ecd207f0e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6105353330877545,0.5529414999998097,0.6884000000000013,21736,0.5953015007420103,6000,6000,0.4251166343647354,5883,0.4453740071388515,0.6074968280301493,0.3925031719698507,0.1028333333333333,0.0202573727741161,59.08022792870737,0.0,59.94206897290354,149.99970000000008,nan,nan,nan,
Static-V,150,6,808,1000,24000,0.0,2296.0,0.0,0,21704,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,063cb3f34bb5042d5a315795e5ea1e803957554d0c67c50190b2b486a6968f17,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6106295245114006,0.5522126333331433,0.6884000000000013,21704,0.5949380282647109,6000,6000,0.4243213692424963,5864,0.4441068920077293,0.6194763770775444,0.3805236229224555,0.1033333333333333,0.0197855227652329,59.06754793123857,0.0,59.9420639497083,149.99970000000016,nan,nan,nan,
Static-V,150,6,909,1000,24000,0.0,2300.0,0.0,0,21700,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,43ca3bc1908129b5c2ac96d7e4719f6173824add31150444bda10a9206dc8922,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6107271336403439,0.5521991166664777,0.6884000000000013,21700,0.5947160448104257,6000,6000,0.42471526292116,5880,0.4443957022620678,0.6164434397778249,0.3835565602221751,0.106,0.0196804393409077,59.07851293387788,0.0,59.94206829064195,149.99970000000008,nan,nan,nan,
Static-V,150,6,1010,1000,24000,0.0,2324.0,0.0,0,21676,0,0,6000,6000,0,0,0,6000,0,0.0,0.0,0.0,da29db140ec3433f5a7bef5bfca040b9d439fbd33929da0e9b1ac51f823030f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.610863000553399,0.5517110999998116,0.6884000000000013,21676,0.5942162256373673,6000,6000,0.4229108033789039,5872,0.4425094785060722,0.612098509422136,0.387901490577864,0.1086666666666666,0.0195986751271682,59.0819356949793,0.0,59.94203831012321,149.99970000000008,nan,nan,nan,
Static-V,150,8,101,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,48536fc5e075a2292b527fb68f9e0371d396b2957068a8b27317e7a61bf9ac13,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4381408330888886,8000,8000,0.3368706604541611,7224,0.4282824631392525,0.4043331585071642,0.5956668414928358,0.253,0.0914118026850914,59.143982177781545,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,202,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,570e9630deff505ba1c5363a004cd8917cdc4ddeaaa2dfbdb2999707f9626552,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4382873404596896,8000,8000,0.3386920853417446,7272,0.429087280725684,0.4077676973168015,0.5922323026831984,0.244,0.0903951953839394,59.14398217778161,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,303,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,7258aada57693e7fc41c3edb014bd97cd32dde8bd5dca77e2f1cb8b3ef00eaf8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.438093827880379,8000,8000,0.3446710438475767,7336,0.4330324962199306,0.40784443619632,0.59215556380368,0.233,0.0883614523723538,59.1439821777816,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,404,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,620f015056b4913eca566e19dd498b9d34ce3df10a7782d95a50b5b4aece1a2a,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4383565951083152,8000,8000,0.3379892014245356,7280,0.4264923773143153,0.3993728677863289,0.600627132213671,0.247,0.0885031758897797,59.14398217778157,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,505,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,4c81619bc200eebb3080c210bdc746b4414b0cc7c3fbb63c2a1ce3f91c436327,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4380713096944031,8000,8000,0.3326681869706872,7248,0.4231264162527811,0.3893275753621543,0.6106724246378457,0.255,0.0904582292820939,59.14398217778158,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,606,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,820400f60474dd2d047d6af68da1f0bbcc78c2597c68a44e9fae693f09b01e62,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4379505055464456,8000,8000,0.3347314318721193,7248,0.4238411711368641,0.3928777994751258,0.6071222005248742,0.251,0.0891097392647448,59.1439821777816,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,707,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,265cd3c30607304ee4b6dbfbe241a7f7f4ee382cc1c459bb4718426a447809b3,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4382074842737863,8000,8000,0.3389276845765164,7248,0.4290575838268536,0.4023713715018178,0.5976286284981822,0.25,0.0901298992503372,59.143982177781545,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,808,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,f4866bde13e803cb907ec64e47284a1135ec88db541e26e30e289fa70c4a5ff8,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4377792435093896,8000,8000,0.3379428996810509,7304,0.4278754889135447,0.4035155720990622,0.5964844279009378,0.242,0.0899325892324938,59.14398217778156,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,909,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,a8c124acc17ac65b2cb1529125ce780607cdb86f117209ab5b3479ea9aad8a28,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4380982287683271,8000,8000,0.3351833622654004,7224,0.4251259278849151,0.4015743092408695,0.5984256907591305,0.258,0.0899425656195146,59.14398217778156,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,8,1010,1000,32000,0.0,15000.0,0.0,0,17000,0,0,8000,8000,0,0,0,8000,0,0.0,0.0,0.0,d3b8735acadda44f30d6c9e91006c692298437fd0395e4753048eb08f289bf45,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6351058823527885,0.3373999999999189,0.6884000000000013,17000,0.4387703240927916,8000,8000,0.3308014045331095,7312,0.4190675487978739,0.3931359586272758,0.6068640413727242,0.254,0.0882661442647644,59.143982177781545,0.0,59.99982601818866,150.00000000000009,nan,nan,nan,
Static-V,150,10,101,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,ba24034ae3cf4562ab6a0153556be98ed2c4b4bffe7e7bdc8e8a9fe95da3ae23,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3147742776196724,10000,10000,0.2406760930876098,8060,0.4073314482201239,0.2288580883809341,0.7711419116190659,0.4,0.1666553551325141,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,202,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,a31dd7180ec5a17c6109cc36edd6a1a2865732b406c1cba67be0cad853f4b566,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3150543024497462,10000,10000,0.2419061218978406,8080,0.4058454539881191,0.2276325742448659,0.7723674257551341,0.398,0.1639393320902785,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,303,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,50217851ecebf8d2338a275cd29e82ffabe16ff153d1881d800178b818384e08,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3148524830787995,10000,10000,0.2398276973733447,8100,0.402141587987559,0.2303456357049603,0.7696543642950396,0.4,0.1623138906142143,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,404,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,666c91aca3d98fc592001468c87d42b3811143a5760cc295453880e244dc758a,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3143884602802191,10000,10000,0.2371454386841835,8000,0.4050203156354807,0.2389741849914742,0.7610258150085257,0.404,0.1678748769512971,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,505,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,04672988e5cbc3ed558a7a8a37b1047a717d071003dab2e756353934eb08b021,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3152841860582825,10000,10000,0.2392657784634648,8100,0.4017368290248938,0.2302541425188535,0.7697458574811464,0.412,0.162471050561429,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,606,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4774fcd2535e12b211f86580e78668e1e9bd961da670be7bd6bd7a6c26dc59af,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3142548166122983,10000,10000,0.2377582095406364,8040,0.4008592268993491,0.2253211761144096,0.7746788238855904,0.412,0.1631010173587126,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,707,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,c605b9756ab83b71cebd84bc5abee05ba757a64ae099f5222f6e8681ffb7d720,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3150978234649568,10000,10000,0.2430558823081896,8060,0.4048326990588896,0.2394008234881307,0.7605991765118693,0.404,0.1617768167506999,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,808,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,e605a1726b1f4167ef338b823102f2cdcf91485c2169dd1f43f679edd32d0c6b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3145521138104785,10000,10000,0.2386064620404633,8160,0.4010295612552849,0.2308870116025723,0.7691129883974276,0.4,0.1624230992148215,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,909,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,4aa46a36bd6ab7692e6e9b8d01c77bc74efc702a0031843df833c095ec32a39e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.315035942671183,10000,10000,0.2490403456833997,8200,0.4083609744096451,0.2464894847540618,0.7535105152459383,0.388,0.1593206287262454,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,150,10,1010,1000,40000,0.0,27000.0,0.0,0,13000,0,0,10000,10000,0,0,0,10000,0,0.0,0.0,0.0,59935886a4422cb71f0cc89a8bc7b0c529d05a68340841646e4c8885c5e0c9ac,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6661769230768751,0.2165074999999844,0.6884000000000013,13000,0.3147441416529765,10000,10000,0.2448740207769998,8080,0.4047515124756707,0.2476937329063321,0.7523062670936679,0.396,0.1598774916986708,59.11439187413635,0.0,59.942068972988935,149.99970000000008,nan,nan,nan,
Static-V,200,4,101,1000,16000,0.0,184.0,0.0,0,15816,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,358345139b329c40140caebe1f44495eb1cb4ce7057ad9123725a473225c7759,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6836762266058015,0.6758139499998348,0.6884000000000013,15816,0.6806959203762473,4000,4000,0.4933450313954557,4000,0.4941684794930184,0.6314935537280547,0.3685064462719453,0.064,0.0008234480975626,59.44425963994351,0.0,59.98847466614791,199.9999999999997,nan,nan,nan,
Static-V,200,4,202,1000,16000,0.0,104.0,0.0,0,15896,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,34b8939f5e22fe77656bcf596b267a8e14848f4c8183e258a0aa6bf6964bce30,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6835230498236877,0.6790801499998338,0.6884000000000013,15896,0.6839182971649062,4000,4000,0.4927361310928168,4000,0.4934404819188827,0.6347859896071983,0.3652140103928016,0.062,0.0007043508260659,59.53410192461202,0.0,59.99823894133255,199.9999999999991,nan,nan,nan,
Static-V,200,4,303,1000,16000,0.0,88.0,0.0,0,15912,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,cb9cf6119f28cbbe2f515263b460577c6bf03d42557f7919b99931e42d877f4b,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6832940170938496,0.6795358999998334,0.6884000000000013,15912,0.6837990431174913,4000,4000,0.4949387766635723,4000,0.4954103027522357,0.6348570410724452,0.3651429589275548,0.062,0.0004715260886633,59.51502216717876,0.0,59.99773395736832,199.9999999999993,nan,nan,nan,
Static-V,200,4,404,1000,16000,0.0,120.0,0.0,0,15880,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,19660c8d7c38bf482c258d456033c0235b91bafa3f9150f8928502cb0b6a233e,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6837700755665836,0.6786417999998342,0.6884000000000013,15880,0.6832348416941942,4000,4000,0.4910675336729691,4000,0.4921431868709838,0.6293072787115715,0.3706927212884284,0.064,0.0010756531980147,59.53093495644108,0.0,59.99818005707144,199.9999999999993,nan,nan,nan,
Static-V,200,4,505,1000,16000,0.0,96.0,0.0,0,15904,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,73cdab68096cc443e0e24ada558429cabf1afc7f75cc16ce9d024a0d7cee62f9,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6836945171024483,0.6795923499998336,0.6884000000000013,15904,0.6832474425432675,4000,4000,0.4936938464666893,4000,0.495448064620328,0.6288659683346204,0.3711340316653796,0.064,0.0017542181536387,59.57988441264148,0.0,59.99982404163648,200.0,nan,nan,nan,
Static-V,200,4,606,1000,16000,0.0,120.0,0.0,0,15880,0,0,4000,4000,0,0,0,4000,0,0.0,0.0,0.0,7833957291a032d51d81862cac99e9d8ccb12f68b533b2caf53ee51ae3f9dc9c,assigned_level_sensitivity,dynamic,periodic,0.0,False,False,2.0,False,0.0,0.0,0.0,0.0,0.6834335012592774,0.6783077499998328,0.6884000000000013,15880,0.6832429569797394,4000,4000,0.492672603515985,3992,0.4948155637545279,0.6229159438911029,0.377084056108897,0.062,0.0021429602385429,59.52508776929091,0.0,59.99976202086474,199.99999999999983,nan,nan,nan,
